Finn_code	finn_pheno	UK_code	UK_pheno	score	priority	finn_SNP_n	uk_SNP_n	meta_SNP_n	shared_SNP_fu_n	shared_SNP_fm_n	shared_SNP_um_n	shared_SNP_fum_n	uk_clump_n	finn_clump_n	meta_clump_n	intersect_clump_fu_n	intersect_clump_fm_n	intersect_clump_um_n	intersect_clump_fum_n
CD2_BENIGN_BRAIN_SUPRATENT	Benign neoplasm: Brain, supratentorial	D33	Benign neoplasm of brain and other parts of central nervous system	0.774434924125671	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_COLORECANI_EXALLC	Benign neoplasm of colon, rectum, anus and anal canal (all cancers excluded)	D12	Benign neoplasm of colon, rectum, anus and anal canal	0.804791033267975	1	113	521	1277	79	80	425	74	15	14	26	2	3	14	16
CD2_BENIGN_CONNECTIVE_SOFT_EXALLC	Other benign neoplasms of connective and other soft tissue (all cancers excluded)	D21	Other benign neoplasms of connective and other soft tissue	0.85681688785553	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_CONNSOFT_NOS	Benign neoplasm: Connective and other soft tissue, unspecified	D21	Other benign neoplasms of connective and other soft tissue	0.750657021999359	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_CONNSOFT_NOS_EXALLC	Benign neoplasm: Connective and other soft tissue, unspecified (all cancers excluded)	D21	Other benign neoplasms of connective and other soft tissue	0.706007122993469	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_EAR_RESP_EXALLC	Benign neoplasm of middle ear and respiratory system (all cancers excluded)	D14	Benign neoplasm of middle ear and respiratory system	0.764711320400238	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_ENDOCRINE_OTH_EXALLC	Benign neoplasm of other and unspecified endocrine glands (all cancers excluded)	D35	Benign neoplasm of other and unspecified endocrine glands	0.86417543888092	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_ENDOCRINE_OTH_EXALLC	Benign neoplasm of other and unspecified endocrine glands (all cancers excluded)	D44	Neoplasm of uncertain or unknown behaviour of endocrine glands	0.70369279384613	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_FEMALE_GEN_OTH_EXALLC	Benign neoplasm of other and unspecified female genital organs (all cancers excluded)	D28	Benign neoplasm of other and unspecified female genital organs	0.871507942676544	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_FEMALE_GEN_OTH_EXALLC	Benign neoplasm of other and unspecified female genital organs (all cancers excluded)	D39	Neoplasm of uncertain or unknown behaviour of female genital organs	0.747092247009277	1	0	7	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_HEAMANGIOMA_LYMPHANGIOMA_EXALLC	Haemangioma and lymphangioma, any site (all cancers excluded)	D18	Haemangioma and lymphangioma, any site	0.85304605960846	1	12	0	0	0	0	0	0	0	1	0	0	0	0	0
CD2_BENIGN_HEMANGIOMA	Haemangioma, any site	D18	Haemangioma and lymphangioma, any site	0.751964747905731	1	6	0	0	0	0	0	0	0	2	0	0	0	0	0
CD2_BENIGN_HEMANGIOMA_EXALLC	Haemangioma, any site (all cancers excluded)	D18	Haemangioma and lymphangioma, any site	0.781452894210815	1	6	0	0	0	0	0	0	0	2	0	0	0	0	0
CD2_BENIGN_KIDNEY	Benign neoplasm: Kidney	D30	Benign neoplasm of urinary organs	0.737514197826386	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_LARYNX	Benign neoplasm: Larynx	D10	Benign neoplasm of mouth and pharynx	0.779366075992584	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0
CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC	Leiomyoma of uterus (all cancers excluded)	D25	Leiomyoma of uterus	0.730866193771362	1	3202	265	1797	138	1271	215	129	8	97	38	7	34	7	9
CD2_BENIGN_LIPO_NOS	Benign lipomatous neoplasm of other sites/unspecified	D17	Benign lipomatous neoplasm	0.829702794551849	1	0	17	3	0	0	3	0	3	0	1	0	0	1	1
CD2_BENIGN_MELANOCYTIC_NOS	Melanocytic naevi, other sites/unspecified	D22	Melanocytic naevi	0.728131055831909	1	0	390	415	0	0	282	0	6	0	5	0	0	3	3
CD2_BENIGN_MENINGES_CEREBRAL	Benign neoplasm: Cerebral meninges	D32	Benign neoplasm of meninges	0.816889941692352	1	0	0	38	0	0	0	0	0	0	2	0	0	0	0
CD2_BENIGN_MENINGES_EXALLC	Benign neoplasm of meninges (all cancers excluded)	D32	Benign neoplasm of meninges	0.749962031841278	1	95	0	35	0	0	0	0	0	3	2	0	0	0	0
CD2_BENIGN_MENINGES_NOS	Beningn neoplasm: Meninges, unspecified	D32	Benign neoplasm of meninges	0.743004381656647	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_MENINGES_NOS_EXALLC	Beningn neoplasm: Meninges, unspecified (all cancers excluded)	D32	Benign neoplasm of meninges	0.734794199466705	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_MOUTH_NOS	Benign neoplasm: Other and unspecified parts of mouth	D10	Benign neoplasm of mouth and pharynx	0.764603734016418	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_MOUTH_PHARYNX_EXALLC	Benign neoplasm of mouth and pharynx (all cancers excluded)	D10	Benign neoplasm of mouth and pharynx	0.724662721157074	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_OTHERDIGESTIVE_EXALLC	Benign neoplasm of other and ill-defined parts of digestive system (all cancers excluded)	D13	Benign neoplasm of other and ill-defined parts of digestive system	0.82499772310257	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_OTHER_NOS_EXALLC	Benign neoplasm of other and unspecified sites (all cancers excluded)	D36	Benign neoplasm of other and unspecified sites	0.742593944072723	1	0	5	47	0	0	0	0	1	0	2	0	0	0	0
CD2_BENIGN_OVARY_EXALLC	Benign neoplasm of ovary (all cancers excluded)	D27	Benign neoplasm of ovary	0.746139347553253	1	27	1	34	0	0	0	0	1	7	1	0	0	0	0
CD2_BENIGN_SALIVARY_EXALLC	Benign neoplasm of major salivary glands (all cancers excluded)	D11	Benign neoplasm of major salivary glands	0.81194144487381	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0
CD2_BENIGN_SALIVARY_NOS	Benign neoplasm: other/unspecified salivary gland	D11	Benign neoplasm of major salivary glands	0.836816251277924	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_SALIVARY_NOS_EXALLC	Benign neoplasm: other/unspecified salivary gland (all cancers excluded)	D11	Benign neoplasm of major salivary glands	0.720271348953247	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_SKIN_EXALLC	Other benign neoplasms of skin (all cancers excluded)	D23	Other benign neoplasms of skin	0.816608846187592	1	5	0	5	0	1	0	0	0	4	2	0	1	0	0
CD2_BENIGN_SMALL_INTESTINE_OTH	Benign neoplasm: Other and unspecified parts of small intestine	D13	Benign neoplasm of other and ill-defined parts of digestive system	0.806295990943909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_STOMACH	Benign neoplasm: Stomach	D13	Benign neoplasm of other and ill-defined parts of digestive system	0.819568037986755	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_THYROID_EXALLC	Benign neoplasm of thyroid gland (all cancers excluded)	D34	Benign neoplasm of thyroid gland	0.740812420845032	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_BENIGN_TONGUE	Benign neoplasm: Tongue	D10	Benign neoplasm of mouth and pharynx	0.808792352676392	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
CD2_BENIGN_UTERUS_NOS_EXALLC	Other benign neoplasm of uterus: Other parts/unspecified (all cancers excluded)	D26	Other benign neoplasms of uterus	0.836826860904694	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0
CD2_BENIGN_UTERUS_OTH_EXALLC	Other benign neoplasms of uterus (all cancers excluded)	D26	Other benign neoplasms of uterus	0.845255136489868	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_INSITU_BREAST_INTRADUCTAL	Carcinoma in situ of breast, intraductal	D05	Carcinoma in situ of breast	0.833348333835602	1	5	41	138	0	0	30	0	2	3	4	0	0	2	2
CD2_INSITU_BREAST_NOS	Carcinoma in situ of breast, other/unspecified	D05	Carcinoma in situ of breast	0.869631588459015	1	0	41	44	0	0	29	0	2	0	2	0	0	2	2
CD2_INSITU_CERVIX_UTERI_ENDOCERVIX	Carcinoma in situ of cervix uteri, endocervix	D06	Carcinoma in situ of cervix uteri	0.885506391525269	1	2	2	0	0	0	0	0	2	1	0	0	0	0	0
CD2_INSITU_CERVIX_UTERI_ENDOCERVIX_EXALLC	Carcinoma in situ of cervix uteri, endocervix (all cancers excluded)	D06	Carcinoma in situ of cervix uteri	0.761535882949829	1	2	2	0	0	0	0	0	2	1	0	0	0	0	0
CD2_INSITU_CERVIX_UTERI_EXOCERVIX	Carcinoma in situ of cervix uteri, exocervix	D06	Carcinoma in situ of cervix uteri	0.899812281131744	1	0	2	4	0	0	0	0	2	0	1	0	0	0	0
CD2_INSITU_CERVIX_UTERI_EXOCERVIX	Carcinoma in situ of cervix uteri, exocervix	C53	Malignant neoplasm of cervix uteri	0.822063207626343	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_INSITU_CERVIX_UTERI_EXOCERVIX_EXALLC	Carcinoma in situ of cervix uteri, exocervix (all cancers excluded)	D06	Carcinoma in situ of cervix uteri	0.745404481887817	1	0	2	4	0	0	0	0	2	0	1	0	0	0	0
CD2_INSITU_CERVIX_UTERI_NOS	Carcinoma in situ of uteri, other/unspecified	D06	Carcinoma in situ of cervix uteri	0.717104554176331	1	0	2	1	0	0	1	0	2	0	1	0	0	1	1
CD2_INSITU_GENITAL_EXALLC	Carcinoma in situ of other and unspecified genital organs (all cancers excluded)	D07	Carcinoma in situ of other and unspecified genital organs	0.877930521965027	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_INSITU_MELANOMA_EXALLC	Melanoma in situ (all cancers excluded)	D03	Melanoma in situ	0.783390581607819	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_INSITU_SKIN_FACE	Carcinoma in situ of skin of other and unspecified parts of face	D04	Carcinoma in situ of skin	0.834922969341278	1	19	0	14	0	11	0	0	0	3	1	0	1	0	0
CD2_INSITU_SKIN_NOS	Carcinoma in situ of skin, other sites/unspecified	D04	Carcinoma in situ of skin	0.809375941753387	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2_LYMPHOID_LEUKAEMIA_EXALLC	Lymphoid leukaemia (all cancers excluded)	C91	Lymphoid leukaemia	0.703720808029175	1	8	0	18	0	0	0	0	0	4	1	0	0	0	0
CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC	Multiple myeloma and malignant plasma cell neoplasms (all cancers excluded)	C90	Multiple myeloma and malignant plasma cell neoplasms	0.76783686876297	1	0	0	11	0	0	0	0	0	0	1	0	0	0	0
CD2_MYELOID_LEUKAEMIA_EXALLC	Myeloid leukaemia (all cancers excluded)	C92	Myeloid leukaemia	0.727021634578705	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CHOLELITH_BROAD	Cholelithiasis, broad definition with cholecystitis	K81	Cholecystitis	0.762249946594238	1	3539	29	1124	22	1069	22	22	2	50	23	1	23	1	1
CHRONLARGE	Crohn's disease of large intestine	K50	Crohn's disease [regional enteritis]	0.724216222763062	1	71	134	184	0	1	102	0	7	4	8	0	1	5	5
CHRONSMALL	Crohn's disease of small interstine	K50	Crohn's disease [regional enteritis]	0.759740173816681	1	313	134	180	1	10	102	1	7	7	9	3	4	5	8
CML	Chronic myeloid leukaemia [CML], BCR/ABL-positive	C92	Myeloid leukaemia	0.710928499698639	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
D3_BLOOD	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D75	Other diseases of blood and blood-forming organs	0.775291264057159	1	3112	1	278	0	276	0	0	1	18	6	0	6	0	0
D3_COAGDEF	Chronic Coagulation defects	D68	Other coagulation defects	0.744127869606018	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D3_IMMUNEMECHANISM	Certain disorders involving the immune mechanism	D89	Other disorders involving the immune mechanism, not elsewhere classified	0.773194372653961	1	7544	2	3252	0	2891	0	0	1	15	9	0	9	0	0
DM_RET_ART_OCCLU_BRANCH	Retinal artery occlusion (branch)	H34	Retinal vascular occlusions	0.780800342559814	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DM_RET_VEIN_OCCLU	Retinal vein occlusion (central or branch)	H34	Retinal vascular occlusions	0.797029852867126	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0
E4_GOITREDIFF	Nontoxic diffuse goitre	E04	Other non-toxic goitre	0.708544969558716	1	66	468	691	51	63	388	49	7	4	15	3	5	7	10
E4_HYPERPARA	Hyperparathyroidism	E21	Hyperparathyroidism and other disorders of parathyroid gland	0.869471967220306	1	47	0	29	0	19	0	0	0	12	3	0	2	0	0
E4_THYROID	Disorders of the thyroid gland	E07	Other disorders of thyroid	0.781316339969635	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E4_THYTOXGOITDIF	Thyrotoxicosis with diffuse goitre	E05	Thyrotoxicosis [hyperthyroidism]	0.788896262645721	1	9541	1120	6071	704	5784	680	680	7	38	31	7	34	8	10
E4_THYTOXGOITMULT	Thyrotoxicosis with toxic multinodular goitre	E05	Thyrotoxicosis [hyperthyroidism]	0.810666561126709	1	382	1120	960	0	258	530	0	7	8	16	0	6	7	7
E4_THYTOXNOD	Thyrotoxicosis with toxic single thyroid nodule	E05	Thyrotoxicosis [hyperthyroidism]	0.819646060466766	1	3	1120	200	0	0	198	0	7	1	2	0	0	1	1
F5_ALLANXIOUS	All anxiety disorders	F41	Other anxiety disorders	0.782013595104218	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0
F5_DEPRESSIO	Depression	F32	Depressive episode	0.884823739528656	1	7	9	18	0	0	0	0	1	5	2	0	1	0	0
F5_Dementia_U_EXMORE	Undefined dementia (more controls excluded)	40001_F03	Unspecified dementia	0.722736656665802	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F5_GAD	Generalized anxiety disorder	F41	Other anxiety disorders	0.755311846733093	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0
F5_HALLUCIN	Mental and behavioural disorders due to hallucinogens	F10	Mental and behavioural disorders due to use of alcohol	0.73271369934082	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F5_OTHERSUB	Mental and behavioural disorders due to multiple drug use and use of multiple drugs and use of other psycoactive substances	F10	Mental and behavioural disorders due to use of alcohol	0.702861309051514	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F5_OTHPER	Other specified and unspecified personality disorders	F60	Specific personality disorders	0.787158191204071	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F5_PHOBANX	Phobic anxiety disorders	F41	Other anxiety disorders	0.808977007865906	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
F5_SCHIZO	Schizophrenia, schizotypal and delusional disorders	F20	Schizophrenia	0.854630827903748	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
F5_SCHIZOTYP	Schizotypal disorder	F25	Schizoaffective disorders	0.756564795970917	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F5_SCHIZPER	Schizoid personality disorder	F20	Schizophrenia	0.750832915306091	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F5_STIMUL	Mental and behavioural disorders due to use of other stimulants, including caffeine	F10	Mental and behavioural disorders due to use of alcohol	0.710771918296814	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F5_SUBSTANCE	Mental and behavioural disorders due to psychoctive substance use	F10	Mental and behavioural disorders due to use of alcohol	0.785914778709412	1	67	0	67	0	34	0	0	0	4	1	0	1	0	0
FEMHER_UNILATERAL	Femoral hernia, unilateral	K41	Femoral hernia	0.77257227897644	1	1	4	45	0	0	0	0	1	0	1	0	0	0	0
FEMNINGHER_UNILATERAL	Inguinal of femoral hernia, unilateral	K40	Inguinal hernia	0.73999559879303	1	1	2250	923	0	0	901	0	32	0	13	0	0	11	11
G6_AD_WIDE_EXMORE	AlzheimerÕs disease, wide definition (more controls excluded)	40001_G309	Alzheimer's disease, unspecified	0.78361976146698	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G6_ALZHEIMER_EXMORE	Alzheimer disease (more controls excluded)	40001_G309	Alzheimer's disease, unspecified	0.789144217967987	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G6_ALZHEIMER_INCLAVO	Alzheimer disease, including avohilmo	40001_G309	Alzheimer's disease, unspecified	0.770547747612	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G6_CNSOTH	Other disorders of central nervous system	40001_G318	Other specified degenerative diseases of nervous system	0.781277596950531	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G6_CNSOTH	Other disorders of central nervous system	G93	Other disorders of brain	0.746070444583893	1	18	8	3	0	0	0	0	1	1	1	0	0	0	0
G6_DEGENOTH	Other and unspecified degenerative diseases of nervous system	40001_G318	Other specified degenerative diseases of nervous system	0.907233774662018	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G6_MIGRAINE_WITH_AURA	Migraine with aura	G43	Migraine	0.743904590606689	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6_MONOOTHUNS	Other and unsepcified mononeuropathies, also in other diseases	G58	Other mononeuropathies	0.767116487026215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6_MUSCOTHUNS	Other and unspecified primary disorders of muscles	M62	Other disorders of muscle	0.859430909156799	1	88	0	0	0	0	0	0	0	22	0	0	0	0	0
G6_POLYNEU	Polyneuropathies and other disorders of the peripheral nervous system	G62	Other polyneuropathies	0.81854248046875	1	4	0	1	0	0	0	0	0	1	0	0	0	0	0
G6_TRIOTHUNS	Other and unspecified trigeminal disorders	G50	Disorders of trigeminal nerve	0.788416147232056	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	I67	Other cerebrovascular diseases	0.709520518779755	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7_BCKRNDRETINOPAT	Background retinopathy and retinal vascular changes	H34	Retinal vascular occlusions	0.754774391651154	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
H7_CENTRRETARTOCC	Central retinal artery occlusion	H34	Retinal vascular occlusions	0.753547787666321	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0
H7_EYEADNEXOTH	Other specified and unspecified disorders of eye and adnexa	H57	Other disorders of eye and adnexa	0.891036510467529	1	0	8	0	0	0	0	0	1	0	0	0	0	0	0
H7_EYEADNEXOTH	Other specified and unspecified disorders of eye and adnexa	H59	Postprocedural disorders of eye and adnexa, not elsewhere classified	0.794866383075714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7_EYELIDINOTH	Disorders of eyelid in diseases classified elsewhere	H02	Other disorders of eyelid	0.844510972499847	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
H7_GLAUCSUSP	Glaucoma suspect	H40	Glaucoma	0.76331490278244	1	153	119	310	5	87	97	5	4	13	9	1	6	4	4
H7_KERATITISOTH	Other keratitis	H16	Keratitis	0.719183623790741	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
H7_OTHRETARTOCC	Other retinal artery occlusion	H34	Retinal vascular occlusions	0.733833193778992	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7_STRABISMUS	Strabismus	H50	Other strabismus	0.828809201717377	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7_VISUDISTURBSUB	Subjective visual disturbances	H53	Visual disturbances	0.753315567970276	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
H7_VITREOUS	Disorders of vitreous body and globe	H43	Disorders of vitreous body	0.832432687282562	1	113	2	105	0	83	0	0	2	3	1	0	1	0	0
H7_VITROTH	Other and unspecified disorders of vitreous body	H43	Disorders of vitreous body	0.827784478664398	1	41	2	12	0	0	0	0	2	4	1	0	0	0	0
H8_EAR	Diseases of the ear and mastoid process	H74	Other disorders of middle ear and mastoid	0.751922607421875	1	642	0	0	0	0	0	0	0	6	0	0	0	0	0
H8_EXT_OTH	Other otitis externa (chronic)	H60	Otitis externa	0.706995248794556	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I9_AF_EXNONE	Atrial fibrillation and flutter (no controls excluded)	I48	Atrial fibrillation and flutter	0.700399041175842	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_AF_EXNONE	Atrial fibrillation and flutter (no controls excluded)	40001_I48	Atrial fibrillation and flutter	0.700399041175842	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_AORTANEUR	Aortic aneurysm	40001_I711	Thoracic aortic aneurysm, ruptured	0.819419026374817	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_AORTANEUR	Aortic aneurysm	I71	Aortic aneurysm and dissection	0.783348679542542	1	16	0	39	0	10	0	0	0	3	4	0	1	0	0
I9_AORTANEUR	Aortic aneurysm	40001_I713	Abdominal aortic aneurysm, ruptured	0.765654683113098	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_ARTEMBTHRLOW	Arterial embolism and thrombosis of lower extremity artery	I74	Arterial embolism and thrombosis	0.885322988033295	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I9_ARTEMBTHRLOW	Arterial embolism and thrombosis of lower extremity artery	I82	Other venous embolism and thrombosis	0.718166768550873	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
I9_ARTEMBTHRLOW_EXNONE	Arterial embolism and thrombosis of lower extremity artery (no controls excluded)	I74	Arterial embolism and thrombosis	0.703275442123413	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_ARTEMBTHR_EXNONE	Arterial embolism and thrombosis (no controls excluded)	I74	Arterial embolism and thrombosis	0.738887965679169	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_CARDMPRI	Cardiomyopathies, Primary/intrinsic	I42	Cardiomyopathy	0.754356443881989	1	252	1	41	0	8	0	0	1	27	2	0	1	0	0
I9_CARDMYOOTH_EXNONE	Cardiomyopathy, other and unspecified (no controls excluded)	40001_I429	Cardiomyopathy, unspecified	0.797363698482513	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_CEREBVASC	Cerebrovascular diseases	I67	Other cerebrovascular diseases	0.729886949062347	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0
I9_DISVEINLYMPH	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I89	Other non-infective disorders of lymphatic vessels and lymph nodes	0.702764809131622	1	1342	0	153	0	144	0	0	0	79	5	0	4	0	0
I9_HEARTFAIL_EXNONE	Heart failure,strict (no controls excluded)	40001_I509	Heart failure, unspecified	0.713930547237396	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HYPTENSESS	Hypertension, essential	I10	Essential (primary) hypertension	0.715566098690033	1	2223	1	325	0	323	0	0	0	96	20	0	20	0	0
I9_HYPTENSHD	Hypertensive Heart Disease	40001_I110	Hypertensive heart disease with (congestive) heart failure	0.926045894622803	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HYPTENSHD_EXNONE	Hypertensive Heart Disease (no controls excluded)	40001_I119	Hypertensive heart disease without (congestive) heart failure	0.844388425350189	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HYPTENSHD_EXNONE	Hypertensive Heart Disease (no controls excluded)	40001_I110	Hypertensive heart disease with (congestive) heart failure	0.70611447095871	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HYPTENSHR	Hypertensive heart and/or renal disease	I12	Hypertensive renal disease	0.875847160816193	1	16	0	0	0	0	0	0	0	4	0	0	0	0	0
I9_HYPTENSHR	Hypertensive heart and/or renal disease	40001_I110	Hypertensive heart disease with (congestive) heart failure	0.831240296363831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HYPTENSHR	Hypertensive heart and/or renal disease	40001_I119	Hypertensive heart disease without (congestive) heart failure	0.71181046962738	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HYPTENSHR_EXNONE	Hypertensive heart and/or renal disease (no controls excluded)	40001_I119	Hypertensive heart disease without (congestive) heart failure	0.745468318462372	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HYPTENSRD_EXNONE	Hypertensive Renal Disease (no controls excluded)	I12	Hypertensive renal disease	0.755362212657928	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I9_HYPTENSRD_EXNONE	Hypertensive Renal Disease (no controls excluded)	N19	Unspecified renal failure	0.728832423686981	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
