phenocode	name	category
KRA_PSY_SLEEP_NONORG_EXMORE	Nonorganic sleeping disorders (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_SPEELING	Speech and linguistic disorders	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_SPEELING_EXMORE	Speech and linguistic disorders (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_SUBSTANCE	Substance abuse	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_SUBSTANCE_EXMORE	Substance abuse (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_TIC	Tic disorders	Psychiatric endpoints from Katri Räikkönen
KRA_PSY_TIC_EXMORE	Tic disorders (more controls excluded)	Psychiatric endpoints from Katri Räikkönen
L12_ABSCESS_CUT	"Cutaneous abscess, furuncle and carbuncle"	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ACNE	Acne	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ACNE_NAS	Other  and unspecified acne	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ACNE_VULGARIS	Acne vulgaris	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ACTINKERA	Actinic keratosis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ALLERGICCONTACT	Alergic contact dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ALOPECANDRO	Androgenic alopecia	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ALOPECAREATA	Alopecia areata	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ATOPIC	Atopic dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ATROPHICSKIN	Atrophic disorders of skin	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_BULLOTH	Other bullous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_BULLOUS	Bullous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_CELLULITIS	Cellulitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_CHRONICULCEROFSKIN	"Chronic ulcer of skin, not elsewhere classified"	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_CORNSANDCALLOS	Corns and callosities	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_CUTLAXSEN	Cutis laxa senilis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_DECUBITANSULCERANDPRESSURE	Decubitus ulcer and pressure area	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_DERMATHERP	Dermatitis herpetiformis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_DERMATITISECZEMA	Dermatitis and eczema	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_DERMATITISNAS	Other and unspecified dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_DERM_NAS	Other and unspecified dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_DERM_NUMMULAR	Nummular dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_DISORDSKINAPPENDIX	Disorders of skin appendages	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_DYSHIDROSIS	Dyshidrosis [pompholyx]	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_EPIDERMALTHICKOTH	Other epidermal thickening	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_EPIDERMTHICKNAS	Other and unspecified epidermal thickening	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ERYTHEMAMULTIF	Erythema multiforme	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ERYTHEMANODOSUM	Erythema nodosum	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ERYTHEMATOUSOTH	Other erythematous conditions	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ERYTHRO_KELA	"Universal eryhrodermia, KELA reimbursement"	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ERYTH_NAS	Other and unspecified erythematous conditions	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ERYT_INTERTRIG	Erythema intertrigo	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_EXFOLIATIVE	Exfoliative dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_FACTITIALDERMAT	Factitial dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_FOLICULAROTH	Other follicular disorders	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_FOLLICULARCYST	Follicular cysts of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_FOLLICULARNAS	Other and unspecified follicular disorders	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_FOODDERMAT	Dermatitis due to ingested food	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_GRANUANNU	Granuloma annulare	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_GRANULOMATOUSSKIN	Granulomatous disorders of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_HAIRLOSSNONSCAR	Other nonscarring hair loss	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_HAIRLOSSSCAR	Cicatricial alopecia [scarring hair loss]	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_HIDRADENITISSUP	Hidradenitis suppurativa	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_HIRSUTISM	Hirsutism	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_HYPERTRICHOSIS	Hypertrichosis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_HYPERTROPHICSKIN	Hypertrophic disorders of skin	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_HYPETROPHICSCAR	Hypertrophic scar	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_IMPETIGO	Impetigo	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_INFECT_DERM	Infective dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_INFECT_SKIN	Infections of the skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_INFECT_SKIN_NAS	Other and unspecified local infections of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_INFECT_SKIN_OTHER	Other local infections of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_INTERNALSUBSTANCEDERM	Dermatitis due to substances taken internally	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_LICHENPLANUS	Lichen planus	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_LICHENSCLERATROPH	Lichen sclerosus et atrophicus	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_LICHENSIMPLEX	Lichen simplex chronicus	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_LICHSIMPANDPRURIGO	Lichen simplex chronicus and prurigo	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_LOCALDCONNECTISSUEOTH	Other localized connective tissue disorders	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_LOCALSCLERODERMA	Localized scleroderma [morphea]	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_LUPUS	Lupus erythematosus	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_LYMPHADENITIS	Acute lymphadenitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_NAILDIS	Nail disorders	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_NAILNAS	Other and unspecified nail disorders	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_NAIL_DYSTROPHY	Nail dystrophy	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_NAIL_INGROW	Ingrowing nail	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_NECROLIPOIDIC	"Necrobiosis lipoidica, not elsewhere classified"	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_NONIONRADISKIN	Skin changes due to chronic exposure to nonionizing radiation	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_NONIONRADISKINNAS	Other and unspecified skin changes due to chronic exposure to nonionizing radiation	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_OTHACUSKINSUN	Other acute skin changes due to ultraviolet radiation	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_OTHACUSKINSUNNAS	Other and unspecified acute skin changes due to ultraviolet radiation	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_OTHERBULL	Other and unspecified bullous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_OTHERCONTACT	Other contact dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_OTHERDISSKINANDSUBCUTIS	"Other disorders of skin and subcutaneous tissue, not elsewhere classified"	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_OTHERMELANIN	Other melanin hyperpigmentation	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_OTHERSKINSUBCUTIS	Other disorders of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_OTHPIGMENTATION	Other disorders of pigmentation	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PAPULOSQUAMOUS	Papulosquamous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PAPULOSQUAOTH	Other papulosquamous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PARAPSORI	Parapsoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PEMPHIGOID	Pemphigoid	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PEMPHIGOID_BULL	Bullous pemphigoid	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PERIORALDERM	Perioral dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PIGMENTNAS	Other and unspecified disorders of pigmentation	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PIGPURPDERM	Pigmented purpuric dermatosis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PILONIDALCYST	Pilonidal cyst	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PITYROCHEA	Pityriasis rosea	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_POLYMORPHLIGHTERUPT	Polymorphous light eruption	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PRURIGONAS	Other  prurigo	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PRURIGONOD	Prurigo nodularis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PRURITUS	Pruritus	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PSORIASIS	Psoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PSORI_ARTHRO	Arthropathic psoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PSORI_GUTTATE	Guttate psoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PSORI_NAS	Other and unspecified psoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PSORI_PUSTUPALM	Pustulosis palmaris et plantaris	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PSORI_VULG	Psoriasis vulgaris	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PYODERMA	Pyoderma	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_PYOGENGRANUL	Pyogenic granuloma	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_RADIATIONRELATEDSKIN	Radiation-related disorders of the skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ROSACEA	Rosacea	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ROSACEANAS	Other and unspcified rosacea	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_SCARCONDITIONS	Scar conditions and fibrosis of skin	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_SEBORRHOEIC	Seborrhoeic dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_SEBORRKERAT	Seborrhoeic keratosis	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_SKIN	Diseases of the skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_SKINSUBCUTISNAS	Other and unspecified disorders of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_STRIAEATROPHICAE	Striae atrophicae	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_ULCERLOWLIMB	"Ulcer of lower limb, not elsewhere classified"	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_URTICARIA	Urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_URTICARIAERYTHEMA	Urticaria and erythema	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_URTICA_ALLERG	Allergic urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_URTICA_COLDHEAT	Urticaria due to cold and heat	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_URTICA_DERTMATOG	Dermatographic urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_URTICA_IDIOPAT	Idiopathic urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_URTICA_NAS	Other and unspecified urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_VASCULITISNAS	Other and unspecified vasculitis limited to skin	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_VASCULITISSKIN	"Vasculitis limited to skin, not elsewhere classified"	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_VITILIGO	Vitiligo	XII Diseases of the skin and subcutaneous tissue (L12_)
L12_XEROSCUT	Xerosis cutis	XII Diseases of the skin and subcutaneous tissue (L12_)
LOCALIZED_SKIN_ERUPT_DRUGS_MEDICAM	Localized skin eruption due to drugs and medicaments	XII Diseases of the skin and subcutaneous tissue (L12_)
LUNG_TRANSPLANTATION	Lung transplantation	Interstitial lung disease endpoints
M13_ACHILLESTEND	Achilles tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ADHCAPSULITIS	Adhesive capsulitis of shoulder	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ALGONEURO	Alogoneurodystrophy	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ANKLEFOOT	Other acquired deformities of ankle and foot	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ANKYLOSISJOINT	Ankylosis of joint	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ANKYLOSPON	Ankylosing spondylitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ANKYLOSPON_STRICT	"Ankylosing spondylitis, strict definition"	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHINOTH	Arthropathies in other diseases classified elsewhere	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHRITISNAS	Ohter specific/unspecified arthritis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHROPATHIES	Arthropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHROSIS	Arthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHROSIS_INCLAVO	"Artrosis, including avohilmo"	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHROSIS_KNEE	Gonarthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHROSIS_KNEE_PRIM_ICD10	"Gonarthrosis,primary"	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHROSIS_KNEE_PRIM_KNEESURG	"Gonarthrosis, primary, with knee surgery"	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHROSIS_OTH	Other arthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHROSIS_POLY	Polyarhtrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHTROSIS_COX	"Coxarthrosis,"	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHTROSIS_COX_PRIM_HIPSURG	"Coxarthrosis, primary, with hip surgery"	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ARTHTROSIS_COX_PRIM_ICD10	"Coxarthrosis, primary"	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_ATLOAXSUBLUX	Atlantoaxial subluxation	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_BAKERCYST	Synovial cyst of popliteal space [Baker]	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_BICIPITALTEND	Bicipital tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_BIOMECHLESIO	"Biomechanical lesions, not elsewhere classified"	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_BONECONTINUITY	Disorders of continuity of bone	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_BONEDENSOTH	Other disorders of bone density and structure	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_BONEDISNAS	Other specified/unspecified disorders of  bone/cartilage	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_BURSCYSTOTH	Other bursal cyst	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_BURSELBOWOTH	Other bursitis of elbow	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_BURSITISHIPOTH	Other bursitis of hip	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
M13_BURSITISKNEEOTH	Other bursitis of knee	XIII Diseases of the musculoskeletal system and connective tissue (M13_)
